company,location,industry,total_laid_off,percentage_laid_off,date,stage,country,funds_raised_millions,number_of_layoff_events,is_repeat_layoff_company,log_funds_raised,funding_bracket,severity_tier,is_statistical_outlier,outlier_direction
nCino,Wilmington,Finance,100,0.07,2023-01-18,Post-IPO,United States,1100,1,False,7.00397413672268,Large ($500M-2B),Mild (<=10%),False,Typical
NCSoft,Seoul,Consumer,0,0.2,2023-02-02,Post-IPO,South Korea,240,1,False,5.484796933490655,Medium ($50-500M),Moderate (10-25%),False,Typical
NCX,SF Bay Area,Energy,0,0.4,2022-11-28,Series B,United States,78,1,False,4.3694478524670215,Medium ($50-500M),Severe (25-50%),False,Typical
Nearmap,Sydney,Construction,0,0.1,2020-04-22,Post-IPO,Australia,15,2,True,2.772588722239781,Small (<$50M),Mild (<=10%),False,Typical
Nearmap,Sydney,Construction,0,0.2,2023-02-08,Acquired,Australia,15,2,True,2.772588722239781,Small (<$50M),Moderate (10-25%),False,Typical
Neon,Sao Paulo,Finance,70,0.1,2020-04-13,Series B,Brazil,120,2,True,4.795790545596741,Medium ($50-500M),Mild (<=10%),False,Typical
Neon,Sao Paulo,Finance,210,0.09,2023-02-15,Series D,Brazil,720,2,True,6.580639137284949,Large ($500M-2B),Mild (<=10%),False,Typical
Nerdy,St. Louis,Education,0,0.17,2022-12-08,Post-IPO,United States,150,1,False,5.017279836814924,Medium ($50-500M),Moderate (10-25%),False,Typical
Nestcoin,Lagos,Crypto,30,,2022-11-14,Seed,Nigeria,6,1,False,1.9459101490553128,Small (<$50M),,False,Typical
NetApp,SF Bay Area,Data,960,0.08,2023-01-31,Post-IPO,United States,0,1,False,0.0,Small (<$50M),Mild (<=10%),False,Typical
Netflix,SF Bay Area,Media,25,,2022-04-28,Post-IPO,United States,121900,4,True,11.710964518881164,Mega (>$2B),,False,Typical
Netflix,SF Bay Area,Media,30,,2022-09-14,Post-IPO,United States,121900,4,True,11.710964518881164,Mega (>$2B),,False,Typical
Netflix,SF Bay Area,Media,150,0.01,2022-05-17,Post-IPO,United States,121900,4,True,11.710964518881164,Mega (>$2B),Mild (<=10%),False,Typical
Netflix,SF Bay Area,Media,300,0.03,2022-06-23,Post-IPO,United States,121900,4,True,11.710964518881164,Mega (>$2B),Mild (<=10%),False,Typical
Netlify,SF Bay Area,Product,48,0.16,2022-12-01,Series D,United States,212,1,False,5.3612921657094255,Medium ($50-500M),Moderate (10-25%),False,Typical
New Relic,Portland,Infrastructure,20,,2020-06-29,Post-IPO,United States,215,3,True,5.375278407684165,Medium ($50-500M),,False,Typical
New Relic,SF Bay Area,Infrastructure,110,0.05,2022-08-18,Post-IPO,United States,214,3,True,5.3706380281276624,Medium ($50-500M),Mild (<=10%),False,Typical
New Relic,SF Bay Area,Infrastructure,160,0.07,2021-04-06,Post-IPO,United States,215,3,True,5.375278407684165,Medium ($50-500M),Mild (<=10%),False,Typical
Newfront Insurance,SF Bay Area,Finance,94,,2020-04-07,Unknown,United States,0,1,False,0.0,Small (<$50M),,False,Typical
Next Insurance,SF Bay Area,Finance,150,0.17,2022-07-07,Series E,United States,881,1,False,6.782192056006791,Large ($500M-2B),Moderate (10-25%),False,Typical
Nextiva,Phoenix,Other,0,0.17,2022-12-06,Private Equity,United States,200,1,False,5.303304908059076,Medium ($50-500M),Moderate (10-25%),False,Typical
NextRoll,SF Bay Area,Marketing,0,0.03,2022-07-08,Unknown,United States,108,2,True,4.691347882229144,Medium ($50-500M),Mild (<=10%),False,Typical
NextRoll,SF Bay Area,Marketing,0,0.07,2022-09-15,Unknown,United States,108,2,True,4.691347882229144,Medium ($50-500M),Mild (<=10%),False,Typical
Niantic,SF Bay Area,Consumer,85,0.08,2022-06-29,Series D,United States,770,1,False,6.647688373563329,Large ($500M-2B),Mild (<=10%),False,Typical
Ninjacart,Bengaluru,Food,200,,2021-02-23,Unknown,India,194,1,False,5.272999558563747,Medium ($50-500M),,False,Typical
Nirvana Money,Miami,Finance,0,1.0,2022-11-15,Unknown,United States,0,1,False,0.0,Small (<$50M),Critical (>50%),False,Typical
Nomad,Sao Paulo,Finance,0,0.2,2022-08-04,Series B,Brazil,290,1,False,5.673323267171493,Medium ($50-500M),Moderate (10-25%),False,Typical
Nomad Health,New York City,Healthcare,119,0.17,2023-02-09,Unknown,United States,218,1,False,5.389071729816501,Medium ($50-500M),Moderate (10-25%),False,Typical
Noom,New York City,Healthcare,495,,2022-04-29,Series F,United States,657,2,True,6.489204931325317,Large ($500M-2B),,False,Typical
Noom,New York City,Healthcare,500,0.1,2022-10-11,Series F,United States,657,2,True,6.489204931325317,Large ($500M-2B),Mild (<=10%),False,Typical
Notarize,Boston,Legal,60,,2022-10-31,Series D,United States,213,2,True,5.365976015021851,Medium ($50-500M),,False,Typical
Notarize,Boston,Legal,110,0.25,2022-06-15,Series D,United States,213,2,True,5.365976015021851,Medium ($50-500M),Moderate (10-25%),False,Typical
Nova Benefits,Bengaluru,Healthcare,0,0.3,2022-06-28,Series B,India,41,1,False,3.737669618283368,Small (<$50M),Severe (25-50%),False,Typical
NS8,Las Vegas,Data,240,0.95,2020-09-11,Series A,United States,158,1,False,5.068904202220232,Medium ($50-500M),Critical (>50%),True,Unusually High for Funding Level
NSO,Tel Aviv,Security,100,0.14,2022-08-21,Seed,Israel,1,1,False,0.6931471805599453,Small (<$50M),Moderate (10-25%),False,Typical
Numbrs,Zurich,Finance,62,0.5,2020-05-07,Series B,Switzerland,78,1,False,4.3694478524670215,Medium ($50-500M),Severe (25-50%),True,Unusually High for Funding Level
NuoDB,Boston,Data,20,0.29,2020-04-10,Unknown,United States,85,1,False,4.454347296253507,Medium ($50-500M),Severe (25-50%),False,Typical
Nuri,Berlin,Crypto,0,1.0,2022-10-17,Series B,Germany,42,2,True,3.7612001156935615,Small (<$50M),Critical (>50%),False,Typical
Nuri,Berlin,Finance,45,0.2,2022-05-25,Series B,Germany,42,2,True,3.7612001156935615,Small (<$50M),Moderate (10-25%),False,Typical
Nuro,SF Bay Area,Transportation,7,,2022-07-13,Series D,United States,2100,2,True,7.650168700845001,Mega (>$2B),,False,Typical
Nuro,SF Bay Area,Transportation,300,0.2,2022-11-18,Series D,United States,2100,2,True,7.650168700845001,Mega (>$2B),Moderate (10-25%),False,Typical
Nutanix,SF Bay Area,Infrastructure,270,0.04,2022-08-09,Post-IPO,United States,1100,1,False,7.00397413672268,Large ($500M-2B),Mild (<=10%),False,Typical
NYDIG,New York City,Crypto,110,0.33,2022-09-22,Private Equity,United States,1400,1,False,7.244941546337007,Large ($500M-2B),Severe (25-50%),False,Typical
Nylas,SF Bay Area,Product,80,0.25,2022-08-02,Series C,United States,175,1,False,5.170483995038151,Medium ($50-500M),Moderate (10-25%),False,Typical
Nyriad,Austin,Infrastructure,0,0.33,2022-10-10,Unknown,United States,58,1,False,4.07753744390572,Medium ($50-500M),Severe (25-50%),False,Typical
O'Reilly Media,SF Bay Area,Media,75,0.15,2020-03-25,Unknown,United States,0,1,False,0.0,Small (<$50M),Moderate (10-25%),False,Typical
Ocavu,Lehi,Crypto,20,0.48,2022-11-10,Series A,United States,11,1,False,2.4849066497880004,Small (<$50M),Severe (25-50%),False,Typical
Octopus Network,Beau Vallon,Crypto,0,0.4,2022-12-27,Series A,Seychelles,8,1,False,2.19722457733622,Small (<$50M),Severe (25-50%),False,Typical
Oda,Oslo,Food,70,0.06,2022-11-01,Unknown,Norway,479,2,True,6.173786103901937,Medium ($50-500M),Mild (<=10%),False,Typical
Oda,Oslo,Food,70,0.18,2022-11-01,Unknown,Sweden,377,2,True,5.934894195619588,Medium ($50-500M),Moderate (10-25%),False,Typical
Offerpad,Phoenix,Real Estate,0,0.07,2022-11-11,Post-IPO,United States,355,1,False,5.87493073085203,Medium ($50-500M),Mild (<=10%),False,Typical
OfferUp,Seattle,Retail,0,0.19,2022-11-15,Unknown,United States,381,1,False,5.945420608606575,Medium ($50-500M),Moderate (10-25%),False,Typical
OFFOR Health,Columbus,Healthcare,16,,2023-01-24,Series A,United States,14,1,False,2.70805020110221,Small (<$50M),,False,Typical
Oh My Green,SF Bay Area,Food,40,,2020-03-27,Seed,United States,20,1,False,3.044522437723423,Small (<$50M),,False,Typical
OKCredit,New Delhi,Finance,30,,2022-02-24,Series B,India,85,1,False,4.454347296253507,Medium ($50-500M),,False,Typical
Okta,SF Bay Area,Security,24,,2022-08-26,Post-IPO,United States,1200,2,True,7.090909822079984,Large ($500M-2B),,False,Typical
Okta,SF Bay Area,Security,300,0.05,2023-02-02,Post-IPO,United States,1200,2,True,7.090909822079984,Large ($500M-2B),Mild (<=10%),False,Typical
Ola,Bengaluru,Transportation,200,,2023-01-13,Series J,India,5000,4,True,8.517393171418904,Mega (>$2B),,False,Typical
Ola,Bengaluru,Transportation,200,,2022-09-19,Series J,India,5000,4,True,8.517393171418904,Mega (>$2B),,False,Typical
Ola,Bengaluru,Transportation,1000,,2022-07-29,Series J,India,5000,4,True,8.517393171418904,Mega (>$2B),,False,Typical
Ola,Bengaluru,Transportation,1400,0.35,2020-05-20,Series J,India,3800,4,True,8.24301946898925,Mega (>$2B),Severe (25-50%),False,Typical
Olive,Columbus,Healthcare,450,0.31,2022-07-19,Series H,United States,856,1,False,6.75343791859778,Large ($500M-2B),Severe (25-50%),False,Typical
Olive AI,Columbus,Healthcare,215,0.35,2023-02-09,Series H,United States,856,1,False,6.75343791859778,Large ($500M-2B),Severe (25-50%),False,Typical
OLX Group,Amsterdam,Marketing,1500,0.15,2023-01-30,Acquired,Netherlands,0,1,False,0.0,Small (<$50M),Moderate (10-25%),False,Typical
OLX India,New Delhi,Marketing,250,,2020-10-10,Acquired,India,28,1,False,3.367295829986474,Small (<$50M),,False,Typical
Omie,Sao Paulo,Finance,136,0.31,2020-04-09,Series B,Brazil,26,1,False,3.295836866004329,Small (<$50M),Severe (25-50%),False,Typical
On Deck,SF Bay Area,Education,72,0.25,2022-05-05,Series A,United States,20,2,True,3.044522437723423,Small (<$50M),Moderate (10-25%),False,Typical
On Deck,SF Bay Area,Education,73,0.33,2022-08-04,Series A,United States,20,2,True,3.044522437723423,Small (<$50M),Severe (25-50%),False,Typical
OneFootball,Berlin,Marketing,62,0.115,2022-12-09,Series D,Germany,442,2,True,6.093569770045136,Medium ($50-500M),Moderate (10-25%),False,Typical
OneFootball,Berlin,Marketing,150,0.32,2023-02-23,Series D,Germany,442,2,True,6.093569770045136,Medium ($50-500M),Severe (25-50%),False,Typical
OneStudyTeam,Boston,Healthcare,0,0.25,2022-12-06,Series D,United States,479,1,False,6.173786103901937,Medium ($50-500M),Moderate (10-25%),False,Typical
OneTrust,Atlanta,Legal,150,0.1,2020-04-09,Series B,United States,410,2,True,6.018593214496234,Medium ($50-500M),Mild (<=10%),False,Typical
OneTrust,Atlanta,Security,950,0.25,2022-06-09,Series C,United States,926,2,True,6.831953565565855,Large ($500M-2B),Moderate (10-25%),False,Typical
OneWeb,London,Aerospace,451,0.85,2020-03-27,Unknown,United Kingdom,3000,1,False,8.006700845440367,Mega (>$2B),Critical (>50%),True,Unusually High for Funding Level
Opal,Portland,Marketing,20,,2020-03-27,Series B,United States,25,1,False,3.258096538021482,Small (<$50M),,False,Typical
OPay,Lagos,Finance,0,0.7,2020-05-06,Series B,Nigeria,170,1,False,5.14166355650266,Medium ($50-500M),Critical (>50%),True,Unusually High for Funding Level
Opencare,Toronto,Healthcare,18,0.25,2020-04-03,Series A,Canada,24,1,False,3.218875824868201,Small (<$50M),Moderate (10-25%),False,Typical
Opendoor,SF Bay Area,Real Estate,550,0.18,2022-11-02,Post-IPO,United States,1900,2,True,7.550135342488429,Large ($500M-2B),Moderate (10-25%),False,Typical
Opendoor,SF Bay Area,Real Estate,600,0.35,2020-04-15,Series E,United States,1500,2,True,7.313886831633462,Large ($500M-2B),Severe (25-50%),False,Typical
Openpay,Melbourne,Finance,83,1.0,2023-02-07,Post-IPO,Australia,299,1,False,5.703782474656201,Medium ($50-500M),Critical (>50%),True,Unusually High for Funding Level
OpenSea,New York City,Crypto,0,0.2,2022-07-14,Series C,United States,427,1,False,6.059123195581797,Medium ($50-500M),Moderate (10-25%),False,Typical
OpenText,Waterloo,Data,0,0.08,2023-01-31,Post-IPO,Canada,1100,1,False,7.00397413672268,Large ($500M-2B),Mild (<=10%),False,Typical
OpenWeb,Tel Aviv,Media,14,0.05,2022-06-15,Series E,Israel,223,1,False,5.41164605185504,Medium ($50-500M),Mild (<=10%),False,Typical
OpenX,Los Angeles,Marketing,35,0.15,2020-04-28,Unknown,United States,70,1,False,4.262679877041316,Medium ($50-500M),Moderate (10-25%),False,Typical
Oportun,SF Bay Area,Finance,155,0.1,2023-02-09,Post-IPO,United States,566,1,False,6.340359303727752,Large ($500M-2B),Mild (<=10%),False,Typical
Optimizely,SF Bay Area,Marketing,60,0.15,2020-07-15,Series D,United States,251,1,False,5.529429087511423,Medium ($50-500M),Moderate (10-25%),False,Typical
Oracle,SF Bay Area,Other,200,,2022-11-01,Post-IPO,United States,0,1,False,0.0,Small (<$50M),,False,Typical
OrCam,Jerusalem,Healthcare,62,0.16,2022-10-23,Unknown,Israel,86,1,False,4.465908118654584,Medium ($50-500M),Moderate (10-25%),False,Typical
Orchard,New York City,Real Estate,0,0.1,2022-06-23,Series D,United States,472,2,True,6.159095388491933,Medium ($50-500M),Mild (<=10%),False,Typical
Orchard,New York City,Real Estate,180,,2022-11-17,Series D,United States,472,2,True,6.159095388491933,Medium ($50-500M),,False,Typical
Oriente,Hong Kong,Finance,400,0.2,2020-05-04,Series B,Hong Kong,175,1,False,5.170483995038151,Medium ($50-500M),Moderate (10-25%),False,Typical
Oscar Health,New York City,Healthcare,70,0.05,2020-04-23,Unknown,United States,1300,1,False,7.170888478512505,Large ($500M-2B),Mild (<=10%),False,Typical
Otonomo,Tel Aviv,Transportation,80,0.5,2022-12-08,Post-IPO,Israel,231,1,False,5.44673737166631,Medium ($50-500M),Severe (25-50%),True,Unusually High for Funding Level
Ouster,SF Bay Area,Transportation,0,0.1,2022-09-20,Post-IPO,United States,282,2,True,5.645446897643238,Medium ($50-500M),Mild (<=10%),False,Typical
Ouster,SF Bay Area,Transportation,0,0.1,2020-09-08,Series B,United States,132,2,True,4.890349128221754,Medium ($50-500M),Mild (<=10%),False,Typical
OutboundEngine,Austin,Marketing,52,0.28,2020-03-25,Series C,United States,48,1,False,3.8918202981106265,Small (<$50M),Severe (25-50%),False,Typical
Outbrain,New York City,Marketing,38,0.03,2022-07-26,Post-IPO,United States,394,1,False,5.978885764901122,Medium ($50-500M),Mild (<=10%),False,Typical
Outreach,Seattle,Sales,60,0.05,2022-08-02,Series G,United States,489,2,True,6.194405391104672,Medium ($50-500M),Mild (<=10%),False,Typical
Outreach,Seattle,Sales,70,0.07,2023-02-27,Series G,United States,489,2,True,6.194405391104672,Medium ($50-500M),Mild (<=10%),False,Typical
Outschool,SF Bay Area,Education,31,0.18,2022-07-05,Series D,United States,240,2,True,5.484796933490655,Medium ($50-500M),Moderate (10-25%),False,Typical
Outschool,SF Bay Area,Education,43,0.25,2022-12-10,Series D,United States,240,2,True,5.484796933490655,Medium ($50-500M),Moderate (10-25%),False,Typical
Outside,Boulder,Media,0,0.12,2022-11-15,Series B,United States,174,2,True,5.1647859739235145,Medium ($50-500M),Moderate (10-25%),False,Typical
Outside,Boulder,Media,87,0.15,2022-05-20,Series B,United States,174,2,True,5.1647859739235145,Medium ($50-500M),Moderate (10-25%),False,Typical
Overtime,New York City,Media,30,0.23,2020-03-25,Series B,United States,35,1,False,3.58351893845611,Small (<$50M),Moderate (10-25%),False,Typical
OwnBackup,New York City,Security,170,0.17,2022-11-15,Series E,United States,507,1,False,6.230481447578482,Large ($500M-2B),Moderate (10-25%),False,Typical
Oye Rickshaw,New Delhi,Transportation,40,0.2,2022-06-29,Unknown,India,13,1,False,2.6390573296152584,Small (<$50M),Moderate (10-25%),False,Typical
OYO,London,Travel,150,,2020-05-01,Series F,United Kingdom,2400,4,True,7.783640596221253,Mega (>$2B),,False,Typical
OYO,Sao Paulo,Travel,500,,2020-04-25,Series F,Brazil,2400,4,True,7.783640596221253,Mega (>$2B),,False,Typical
OYO,Gurugram,Travel,600,,2022-12-03,Series F,India,4000,4,True,8.294299608857235,Mega (>$2B),,False,Typical
OYO,Gurugram,Travel,600,,2020-12-08,Series F,India,3200,4,True,8.071218539969863,Mega (>$2B),,False,Typical
Ozy Media,SF Bay Area,Media,0,1.0,2021-10-01,Series C,United States,70,1,False,4.262679877041316,Medium ($50-500M),Critical (>50%),True,Unusually High for Funding Level
Pacaso,SF Bay Area,Real Estate,100,0.3,2022-10-11,Series C,United States,217,1,False,5.384495062789089,Medium ($50-500M),Severe (25-50%),False,Typical
Packable,New York City,Retail,138,0.2,2022-08-23,Unknown,United States,472,1,False,6.159095388491933,Medium ($50-500M),Moderate (10-25%),False,Typical
PACT Pharma,SF Bay Area,Healthcare,94,,2022-07-18,Series C,United States,200,1,False,5.303304908059076,Medium ($50-500M),,False,Typical
Paddle,London,Finance,0,0.08,2023-01-11,Series D,United Kingdom,293,1,False,5.683579767338681,Medium ($50-500M),Mild (<=10%),False,Typical
Pagarbook,Bengaluru,HR,80,,2021-07-26,Series A,India,17,1,False,2.8903717578961645,Small (<$50M),,False,Typical
Pagaya,New York City,Finance,140,0.2,2023-01-18,Post-IPO,United States,571,1,False,6.349138991379798,Large ($500M-2B),Moderate (10-25%),False,Typical
PagBank,Sao Paulo,Finance,500,0.07,2023-01-16,Post-IPO,Brazil,0,1,False,0.0,Small (<$50M),Mild (<=10%),False,Typical
PagerDuty,SF Bay Area,Product,0,0.07,2023-01-24,Post-IPO,United States,173,1,False,5.159055299214529,Medium ($50-500M),Mild (<=10%),False,Typical
PagSeguro,Sao Paulo,Finance,0,0.07,2023-01-25,Post-IPO,Brazil,0,1,False,0.0,Small (<$50M),Mild (<=10%),False,Typical
PaisaBazaar,Gurugram,Finance,1500,0.5,2020-06-16,Series G,India,496,1,False,6.208590026096629,Medium ($50-500M),Severe (25-50%),True,Unusually High for Funding Level
Palantir,Denver,Data,75,0.02,2023-02-27,Post-IPO,United States,3000,1,False,8.006700845440367,Mega (>$2B),Mild (<=10%),False,Typical
Pana,Denver,Travel,18,,2020-04-01,Series A,United States,11,1,False,2.4849066497880004,Small (<$50M),,False,Typical
Panda Squad,SF Bay Area,Consumer,6,0.75,2020-03-13,Seed,United States,1,1,False,0.6931471805599453,Small (<$50M),Critical (>50%),False,Typical
Papa,Miami,Other,0,0.15,2022-07-13,Series D,United States,241,1,False,5.488937726156687,Medium ($50-500M),Moderate (10-25%),False,Typical
Parallel Wireless,Nashua,Infrastructure,60,,2022-06-29,Unknown,United States,8,1,False,2.19722457733622,Small (<$50M),,False,Typical
Parler,Nashville,Consumer,60,0.75,2023-01-10,Series B,United States,36,1,False,3.610917912644224,Small (<$50M),Critical (>50%),False,Typical
Parsable,SF Bay Area,HR,40,0.25,2020-04-15,Series C,United States,72,1,False,4.290459441148391,Medium ($50-500M),Moderate (10-25%),False,Typical
PartnerStack,Toronto,Sales,40,0.2,2023-01-24,Series B,Canada,36,1,False,3.610917912644224,Small (<$50M),Moderate (10-25%),False,Typical
Passport,Charlotte,Transportation,44,,2020-03-26,Series D,United States,123,1,False,4.820281565605037,Medium ($50-500M),,False,Typical
Pastel,SF Bay Area,Food,0,1.0,2022-09-30,Unknown,United States,0,1,False,0.0,Small (<$50M),Critical (>50%),False,Typical
PatientPop,Los Angeles,Healthcare,100,0.2,2020-04-01,Series B,United States,75,1,False,4.330733340286331,Medium ($50-500M),Moderate (10-25%),False,Typical
Patreon,SF Bay Area,Media,5,,2022-09-09,Series F,United States,413,4,True,6.025865973825314,Medium ($50-500M),,False,Typical
Patreon,SF Bay Area,Media,30,0.13,2020-04-21,Series D,United States,165,4,True,5.111987788356544,Medium ($50-500M),Moderate (10-25%),False,Typical
Patreon,SF Bay Area,Media,36,,2021-04-26,Series D,United States,165,4,True,5.111987788356544,Medium ($50-500M),,False,Typical
Patreon,SF Bay Area,Media,80,0.17,2022-09-13,Series F,United States,413,4,True,6.025865973825314,Medium ($50-500M),Moderate (10-25%),False,Typical
Pavilion Data,SF Bay Area,Infrastructure,96,0.96,2022-10-10,Series D,United States,103,1,False,4.6443908991413725,Medium ($50-500M),Critical (>50%),True,Unusually High for Funding Level
